X, 53.96192169189453, Y, -4.3009772300720215, Z, 3.3993330001831055
X, 53.96192169189453, Y, -4.3009772300720215, Z, 3.3859927654266357
X, 53.96192169189453, Y, -4.3009772300720215, Z, 3.363314390182495
X, 53.96192169189453, Y, -4.3009772300720215, Z, 3.3299636840820312
X, 53.96192169189453, Y, -4.3009772300720215, Z, 3.2859408855438232
X, 53.96192169189453, Y, -4.3009772300720215, Z, 3.231245994567871
X, 53.96192169189453, Y, -4.3009772300720215, Z, 3.1658785343170166
X, 53.96192169189453, Y, -4.3009772300720215, Z, 3.089839220046997
X, 53.96192169189453, Y, -4.3009772300720215, Z, 3.003127336502075
X, 53.96192169189453, Y, -4.3009772300720215, Z, 2.9057435989379883
X, 53.96192169189453, Y, -4.3009772300720215, Z, 2.797687530517578
X, 53.96192169189453, Y, -4.3009772300720215, Z, 2.678959608078003
X, 53.96192169189453, Y, -4.3009772300720215, Z, 2.5495591163635254
X, 53.96192169189453, Y, -4.3009772300720215, Z, 2.419910430908203
X, 53.96192169189453, Y, -4.3009772300720215, Z, 2.342041015625
X, 53.96238327026367, Y, -4.301200866699219, Z, 2.3249144554138184
X, 53.963436126708984, Y, -4.301653861999512, Z, 2.3313820362091064
X, 53.96375274658203, Y, -4.3017425537109375, Z, 2.339505195617676
X, 53.96372985839844, Y, -4.301700115203857, Z, 2.348010778427124
X, 53.95751953125, Y, -4.301558971405029, Z, 2.3568637371063232
X, 53.93806838989258, Y, -4.301305770874023, Z, 2.3657400608062744
X, 53.90856170654297, Y, -4.300625324249268, Z, 2.3735101222991943
X, 53.86936569213867, Y, -4.2998762130737305, Z, 2.3800601959228516
X, 53.82358169555664, Y, -4.2993268966674805, Z, 2.385225296020508
X, 53.77216339111328, Y, -4.298834800720215, Z, 2.3892781734466553
X, 53.71546173095703, Y, -4.298215866088867, Z, 2.3924593925476074
X, 53.65382385253906, Y, -4.297527313232422, Z, 2.3949403762817383
X, 53.58735656738281, Y, -4.296743869781494, Z, 2.3968751430511475
X, 53.49751281738281, Y, -4.295691967010498, Z, 2.3987114429473877
X, 53.419979095458984, Y, -4.294650554656982, Z, 2.399845600128174
X, 53.337249755859375, Y, -4.293491840362549, Z, 2.4007582664489746
X, 53.24906921386719, Y, -4.2922282218933105, Z, 2.401505947113037
X, 53.15523147583008, Y, -4.290838718414307, Z, 2.4021248817443848
X, 53.05537796020508, Y, -4.2898664474487305, Z, 2.4026570320129395
X, 52.94938278198242, Y, -4.289509296417236, Z, 2.4031033515930176
X, 52.83724594116211, Y, -4.289365291595459, Z, 2.40346622467041
X, 52.71898651123047, Y, -4.289305210113525, Z, 2.4037556648254395
X, 52.59461212158203, Y, -4.28927755355835, Z, 2.4039828777313232
X, 52.464202880859375, Y, -4.289261817932129, Z, 2.40415358543396
X, 52.32829284667969, Y, -4.289241790771484, Z, 2.4042208194732666
X, 52.18854904174805, Y, -4.289208889007568, Z, 2.4040660858154297
X, 52.04769515991211, Y, -4.28916597366333, Z, 2.4035747051239014
X, 51.90776824951172, Y, -4.289111137390137, Z, 2.4028239250183105
X, 51.7696533203125, Y, -4.289052486419678, Z, 2.401973247528076
X, 51.633758544921875, Y, -4.2889909744262695, Z, 2.4011311531066895
X, 51.49995803833008, Y, -4.288928508758545, Z, 2.4003937244415283
X, 51.3675422668457, Y, -4.28886604309082, Z, 2.3998382091522217
X, 51.23554611206055, Y, -4.288793087005615, Z, 2.3994956016540527
X, 51.103172302246094, Y, -4.288726329803467, Z, 2.3993377685546875
X, 50.97002029418945, Y, -4.288655757904053, Z, 2.3992972373962402
X, 50.83607864379883, Y, -4.288580894470215, Z, 2.399296760559082
X, 50.70166778564453, Y, -4.28849983215332, Z, 2.3992791175842285
X, 50.56714630126953, Y, -4.2884063720703125, Z, 2.399219512939453
X, 50.43284225463867, Y, -4.288313388824463, Z, 2.399122714996338
X, 50.29888153076172, Y, -4.288216590881348, Z, 2.3990085124969482
X, 50.13188934326172, Y, -4.288107395172119, Z, 2.3988800048828125
X, 49.998504638671875, Y, -4.2880144119262695, Z, 2.398808717727661
X, 49.86513900756836, Y, -4.287907600402832, Z, 2.3987696170806885
